Record_ID,Date,Day,Day_Name,Week_Number,Month,Month_Number,Analysis_Period,State,Platform,Official_Handle_Model,Conversation_Count,Official_Post_Count,Likes_Modelled,Comments_Modelled,Shares_Modelled,Views_Modelled,Topic,News_or_Content_Driver,Positive_Percent,Neutral_Percent,Negative_Percent,Dominant_Sentiment,Geographic_Attribution_Method,Geo_Confidence_Level,Data_Type
DC2026-01213,2026-07-12,12,Sunday,28,July,7,July 2026,Himachal Pradesh,X (Twitter),@adgpi,92,2,472,30,79,1283,Technology and Modernisation,Routine modelled public conversation around Indian Army content,59.8,32.1,8.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01214,2026-07-12,12,Sunday,28,July,7,July 2026,Himachal Pradesh,Instagram,@indianarmy.adgpi,132,4,1448,72,17,9423,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,67.1,23.8,9.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01215,2026-07-12,12,Sunday,28,July,7,July 2026,Himachal Pradesh,Facebook,Indian Army,86,4,563,24,41,1689,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,70.2,15.4,14.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01216,2026-07-12,12,Sunday,28,July,7,July 2026,Jharkhand,X (Twitter),@adgpi,118,4,252,84,78,2661,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,68.9,19.9,11.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01217,2026-07-12,12,Sunday,28,July,7,July 2026,Jharkhand,Instagram,@indianarmy.adgpi,191,4,2358,66,45,13208,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,61.4,23.4,15.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01218,2026-07-12,12,Sunday,28,July,7,July 2026,Jharkhand,Facebook,Indian Army,158,2,929,101,88,2617,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,78.0,9.9,12.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01219,2026-07-12,12,Sunday,28,July,7,July 2026,Karnataka,X (Twitter),@adgpi,149,3,674,71,109,3000,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,71.5,19.6,8.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01220,2026-07-12,12,Sunday,28,July,7,July 2026,Karnataka,Instagram,@indianarmy.adgpi,153,4,1758,89,16,11088,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,58.3,31.9,9.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01221,2026-07-12,12,Sunday,28,July,7,July 2026,Karnataka,Facebook,Indian Army,87,4,627,36,26,3314,Training and Military Readiness,Routine modelled public conversation around Indian Army content,60.2,32.8,7.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01222,2026-07-12,12,Sunday,28,July,7,July 2026,Kerala,X (Twitter),@adgpi,113,2,412,68,54,2089,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,61.4,29.0,9.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01223,2026-07-12,12,Sunday,28,July,7,July 2026,Kerala,Instagram,@indianarmy.adgpi,121,4,1493,48,20,6600,Training and Military Readiness,Routine modelled public conversation around Indian Army content,69.0,20.1,10.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01224,2026-07-12,12,Sunday,28,July,7,July 2026,Kerala,Facebook,Indian Army,103,1,563,33,49,2088,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,72.0,16.1,11.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01225,2026-07-12,12,Sunday,28,July,7,July 2026,Madhya Pradesh,X (Twitter),@adgpi,73,3,254,37,62,781,Training and Military Readiness,Routine modelled public conversation around Indian Army content,59.9,23.4,16.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01226,2026-07-12,12,Sunday,28,July,7,July 2026,Madhya Pradesh,Instagram,@indianarmy.adgpi,89,2,834,33,23,4645,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,76.9,8.7,14.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01227,2026-07-12,12,Sunday,28,July,7,July 2026,Madhya Pradesh,Facebook,Indian Army,66,2,348,32,22,2265,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,61.8,32.6,5.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01228,2026-07-12,12,Sunday,28,July,7,July 2026,Maharashtra,X (Twitter),@adgpi,194,2,419,67,163,2887,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,74.7,10.4,14.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01229,2026-07-12,12,Sunday,28,July,7,July 2026,Maharashtra,Instagram,@indianarmy.adgpi,248,3,3146,113,49,15735,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,67.8,21.3,10.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01230,2026-07-12,12,Sunday,28,July,7,July 2026,Maharashtra,Facebook,Indian Army,178,2,1167,57,42,3371,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,58.4,34.2,7.4,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01231,2026-07-12,12,Sunday,28,July,7,July 2026,Manipur,X (Twitter),@adgpi,127,2,565,101,70,2137,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,76.6,11.3,12.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01232,2026-07-12,12,Sunday,28,July,7,July 2026,Manipur,Instagram,@indianarmy.adgpi,128,1,1180,55,15,9593,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,59.5,24.0,16.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01233,2026-07-12,12,Sunday,28,July,7,July 2026,Manipur,Facebook,Indian Army,75,4,293,28,22,2647,Technology and Modernisation,Routine modelled public conversation around Indian Army content,75.6,15.2,9.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01234,2026-07-12,12,Sunday,28,July,7,July 2026,Meghalaya,X (Twitter),@adgpi,144,4,269,29,110,3374,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,74.2,11.0,14.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01235,2026-07-12,12,Sunday,28,July,7,July 2026,Meghalaya,Instagram,@indianarmy.adgpi,181,4,2325,116,45,12329,Technology and Modernisation,Routine modelled public conversation around Indian Army content,80.2,7.2,12.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01236,2026-07-12,12,Sunday,28,July,7,July 2026,Meghalaya,Facebook,Indian Army,125,3,644,32,72,3245,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,58.5,27.4,14.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01237,2026-07-12,12,Sunday,28,July,7,July 2026,Mizoram,X (Twitter),@adgpi,59,3,185,40,52,1428,Technology and Modernisation,Routine modelled public conversation around Indian Army content,81.3,3.9,14.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01238,2026-07-12,12,Sunday,28,July,7,July 2026,Mizoram,Instagram,@indianarmy.adgpi,105,2,1258,55,10,6610,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,74.9,18.5,6.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01239,2026-07-12,12,Sunday,28,July,7,July 2026,Mizoram,Facebook,Indian Army,53,1,275,32,26,815,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,69.6,22.4,8.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01240,2026-07-12,12,Sunday,28,July,7,July 2026,Nagaland,X (Twitter),@adgpi,87,2,438,67,75,1830,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,80.8,11.4,7.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01241,2026-07-12,12,Sunday,28,July,7,July 2026,Nagaland,Instagram,@indianarmy.adgpi,112,4,1452,67,24,6925,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,71.4,11.7,16.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01242,2026-07-12,12,Sunday,28,July,7,July 2026,Nagaland,Facebook,Indian Army,63,2,428,37,29,2269,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,77.9,16.4,5.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01243,2026-07-12,12,Sunday,28,July,7,July 2026,Odisha,X (Twitter),@adgpi,110,3,249,34,72,2091,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,69.3,24.4,6.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01244,2026-07-12,12,Sunday,28,July,7,July 2026,Odisha,Instagram,@indianarmy.adgpi,142,1,1442,69,27,7270,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,74.8,16.6,8.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01245,2026-07-12,12,Sunday,28,July,7,July 2026,Odisha,Facebook,Indian Army,101,2,365,66,25,3262,Training and Military Readiness,Routine modelled public conversation around Indian Army content,61.1,26.2,12.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01246,2026-07-12,12,Sunday,28,July,7,July 2026,Punjab,X (Twitter),@adgpi,252,3,489,145,191,5949,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,79.1,6.6,14.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01247,2026-07-12,12,Sunday,28,July,7,July 2026,Punjab,Instagram,@indianarmy.adgpi,230,4,2529,130,44,13050,Training and Military Readiness,Routine modelled public conversation around Indian Army content,60.9,35.0,4.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01248,2026-07-12,12,Sunday,28,July,7,July 2026,Punjab,Facebook,Indian Army,149,5,582,90,40,5482,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,61.6,31.4,7.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01249,2026-07-12,12,Sunday,28,July,7,July 2026,Rajasthan,X (Twitter),@adgpi,186,1,512,64,119,1502,Training and Military Readiness,Routine modelled public conversation around Indian Army content,80.4,6.5,13.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01250,2026-07-12,12,Sunday,28,July,7,July 2026,Rajasthan,Instagram,@indianarmy.adgpi,219,5,2211,137,60,8203,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,71.3,22.3,6.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01251,2026-07-12,12,Sunday,28,July,7,July 2026,Rajasthan,Facebook,Indian Army,169,5,1081,104,65,5524,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,76.0,19.6,4.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01252,2026-07-12,12,Sunday,28,July,7,July 2026,Sikkim,X (Twitter),@adgpi,127,2,654,53,58,3109,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,63.0,26.8,10.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01253,2026-07-12,12,Sunday,28,July,7,July 2026,Sikkim,Instagram,@indianarmy.adgpi,201,1,1952,111,55,8363,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,59.5,35.8,4.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01254,2026-07-12,12,Sunday,28,July,7,July 2026,Sikkim,Facebook,Indian Army,112,2,680,74,62,4001,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,81.7,8.8,9.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01255,2026-07-12,12,Sunday,28,July,7,July 2026,Tamil Nadu,X (Twitter),@adgpi,152,2,540,58,117,2587,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,72.5,15.6,11.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01256,2026-07-12,12,Sunday,28,July,7,July 2026,Tamil Nadu,Instagram,@indianarmy.adgpi,146,5,1612,80,15,6212,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,68.1,18.1,13.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01257,2026-07-12,12,Sunday,28,July,7,July 2026,Tamil Nadu,Facebook,Indian Army,147,3,857,77,83,3391,Technology and Modernisation,Routine modelled public conversation around Indian Army content,70.6,16.4,13.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01258,2026-07-12,12,Sunday,28,July,7,July 2026,Telangana,X (Twitter),@adgpi,84,4,425,44,41,2142,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,76.7,7.9,15.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01259,2026-07-12,12,Sunday,28,July,7,July 2026,Telangana,Instagram,@indianarmy.adgpi,86,2,1143,61,18,5267,Technology and Modernisation,Routine modelled public conversation around Indian Army content,79.8,15.6,4.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-01260,2026-07-12,12,Sunday,28,July,7,July 2026,Telangana,Facebook,Indian Army,87,1,453,47,51,3387,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,76.5,14.6,8.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
